zeta zeta_e psi t_s omega taus_mean taus_std taus_skewness taus_kurtosis taus_median taus_iqr epsilons_mean epsilons_std epsilons_skewness epsilons_kurtosis epsilons_median epsilons_iqr Ne_s_mean Ne_s_std Ne_s_skewness Ne_s_kurtosis Ne_s_median Ne_s_iqr pop0-[[5_1]] pop0-[[4_2]] pop0-[[3_3]] pop1-[[5_1]] pop1-[[4_2]] pop1-[[3_3]] pop2-[[5_1]] pop2-[[4_2]] pop2-[[3_3]] pop3-[[5_1]] pop3-[[4_2]] pop3-[[3_3]] pop4-[[5_1]] pop4-[[4_2]] pop4-[[3_3]] pop5-[[5_1]] pop5-[[4_2]] pop5-[[3_3]] pop6-[[5_1]] pop6-[[4_2]] pop6-[[3_3]] pop7-[[5_1]] pop7-[[4_2]] pop7-[[3_3]] pop8-[[5_1]] pop8-[[4_2]] pop8-[[3_3]] pop9-[[5_1]] pop9-[[4_2]] pop9-[[3_3]] pop10-[[5_1]] pop10-[[4_2]] pop10-[[3_3]] pop11-[[5_1]] pop11-[[4_2]] pop11-[[3_3]] pop12-[[5_1]] pop12-[[4_2]] pop12-[[3_3]] pop13-[[5_1]] pop13-[[4_2]] pop13-[[3_3]] pop14-[[5_1]] pop14-[[4_2]] pop14-[[3_3]] pop15-[[5_1]] pop15-[[4_2]] pop15-[[3_3]] pop16-[[5_1]] pop16-[[4_2]] pop16-[[3_3]] pop17-[[5_1]] pop17-[[4_2]] pop17-[[3_3]] pop18-[[5_1]] pop18-[[4_2]] pop18-[[3_3]] pop19-[[5_1]] pop19-[[4_2]] pop19-[[3_3]] pop20-[[5_1]] pop20-[[4_2]] pop20-[[3_3]]
0.036 1 0 1.081 0.125 0.824 0.321 -0.460 -1.309 0.894 0.631 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 87 45 22 79 45 21 79 40 20 78 37 19 75 36 18 71 34 17 69 33 17 67 31 16 66 31 15 66 31 13 64 31 13 64 30 12 62 30 12 62 29 11 59 26 11 57 25 10 50 24 9 48 24 9 47 23 9 44 23 6 36 22 4
0.041 1 0 0.633 0.103 0.802 0.288 -0.332 -1.122 0.823 0.446 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 85 55 23 74 40 22 73 40 22 72 39 19 68 39 19 65 38 19 65 38 18 62 36 16 62 35 16 61 34 16 60 34 13 60 33 13 58 32 13 58 29 12 55 28 11 50 28 11 49 27 10 46 26 10 45 25 7 44 21 6 33 18 5
0.868 18 1 0.298 0.067 0.340 0.151 3.728 12.744 0.298 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 62 29 16 57 26 13 56 24 11 54 23 11 51 23 10 49 22 10 48 21 9 47 20 9 46 20 9 46 20 9 44 20 9 43 19 8 42 19 8 41 19 8 41 17 7 40 16 7 40 16 7 39 15 6 36 14 6 35 13 5 34 12 5
0.709 15 1 0.424 0.096 0.522 0.224 2.194 3.434 0.424 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 38 18 66 35 14 59 32 13 58 29 12 56 29 12 54 28 12 53 28 11 51 27 11 51 27 10 48 27 10 46 27 9 46 25 9 46 25 8 45 25 8 43 24 8 43 24 7 41 23 7 40 23 7 39 19 6 38 18 6 30 16 6
0.139 3 1 0.779 0.102 0.851 0.294 -0.427 -1.077 0.879 0.455 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 60 24 75 54 23 74 50 22 71 46 21 69 44 20 67 42 20 66 40 18 64 39 15 64 38 15 62 36 15 62 36 14 61 35 14 57 35 14 57 34 13 55 33 13 55 32 13 51 30 12 51 20 12 48 19 11 48 18 8 46 14 6
0.884 19 1 0.832 0.021 0.794 0.129 -3.535 11.399 0.832 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 54 25 81 48 21 79 45 19 79 44 19 77 43 19 70 43 17 69 41 17 67 40 17 65 38 16 65 38 16 64 38 15 63 37 15 63 36 15 62 35 15 61 33 14 59 32 13 58 31 13 58 30 12 56 28 11 55 28 10 54 27 9
0.622 13 1 1.147 0.050 1.034 0.227 -2.337 4.122 1.147 0.146 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 89 61 29 78 56 26 78 54 25 77 47 24 76 47 21 72 47 21 68 47 20 67 43 20 66 42 20 65 41 19 65 41 18 65 39 18 65 39 16 64 38 16 64 34 16 63 34 15 62 34 14 62 32 13 58 32 9 56 30 8 56 21 6
0.546 11 1 0.291 0.154 0.491 0.275 1.268 0.536 0.291 0.378 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 56 26 11 52 23 11 52 23 10 52 21 10 49 21 9 48 20 8 46 20 8 46 19 8 44 19 8 44 19 7 44 19 7 44 18 6 44 17 6 42 17 6 42 16 6 41 15 5 40 15 5 39 14 5 38 14 4 36 14 4 32 12 4
0.024 1 0 0.707 0.129 0.666 0.293 0.099 -1.017 0.744 0.448 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 85 54 26 82 53 21 76 46 19 69 46 18 67 41 18 64 41 18 63 39 16 61 38 16 61 36 15 59 34 14 59 31 14 59 30 13 58 28 11 58 27 11 53 27 9 48 22 8 48 21 8 47 20 7 40 19 6 39 19 5 36 14 3
0.726 15 1 0.666 0.034 0.713 0.155 0.866 2.811 0.666 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 48 21 71 37 21 69 37 21 67 36 18 66 35 17 66 35 17 65 34 16 64 33 16 64 32 15 62 32 15 62 32 14 62 31 14 60 30 14 57 28 11 57 28 10 57 28 10 55 28 10 53 27 9 53 24 9 51 19 8 44 16 7
0.159 3 1 0.938 0.097 0.678 0.256 -0.103 -1.338 0.716 0.507 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 49 20 72 44 20 72 44 19 68 43 19 67 42 19 66 40 18 65 39 18 64 38 14 63 37 14 59 33 13 58 31 13 57 30 13 56 29 12 53 28 12 53 27 11 52 27 10 51 27 9 51 22 7 45 20 7 38 15 6 36 15 5
0.989 21 1 1.085 0.000 1.085 0.000 0.000 -3.000 1.085 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 80 53 28 77 48 25 71 46 25 71 45 21 69 44 19 68 42 19 68 41 18 68 40 17 65 38 17 65 38 17 65 38 16 65 38 16 62 38 16 61 36 16 61 34 16 60 33 14 58 31 14 58 31 13 58 30 13 56 30 10 55 27 9
0.056 1 0 0.608 0.098 0.688 0.260 0.195 -0.848 0.631 0.378 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 47 19 69 43 19 68 37 19 67 37 17 66 35 16 65 33 16 61 33 15 60 32 15 60 31 15 60 31 15 58 31 14 58 30 13 58 29 13 57 27 13 56 27 12 55 25 11 53 24 11 50 23 10 47 23 9 41 21 3 36 21 1
0.232 5 1 0.554 0.079 0.587 0.215 0.560 0.298 0.554 0.279 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 67 45 19 65 44 16 65 40 16 62 40 16 61 39 15 61 39 15 59 38 15 59 35 13 59 34 12 58 30 12 55 30 11 52 29 11 52 28 11 52 28 10 51 28 9 51 27 8 46 27 8 45 25 5 42 25 5 41 20 5 33 13 4
0.023 0 0 0.787 0.113 0.783 0.298 -0.136 -1.107 0.792 0.466 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 55 26 71 46 24 71 45 21 70 43 21 70 39 17 69 37 16 66 36 16 66 36 16 65 35 15 64 34 15 63 34 14 62 34 13 62 33 12 62 32 11 59 31 11 57 30 10 57 29 9 54 28 8 49 25 8 48 18 7 30 14 6
0.100 2 1 0.905 0.143 0.774 0.333 -0.182 -1.479 0.873 0.575 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 76 63 21 74 55 20 74 55 17 72 49 16 67 45 16 65 42 16 64 39 15 61 38 14 58 38 14 54 36 13 54 34 13 53 34 12 52 30 12 51 30 12 51 29 11 50 27 11 50 26 11 48 22 9 44 17 8 41 17 6 40 16 5
0.735 15 1 0.465 0.065 0.554 0.191 2.001 2.610 0.465 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 65 41 23 64 36 19 64 35 16 63 33 16 62 32 15 61 31 14 61 31 13 57 30 12 56 30 11 54 29 10 53 29 10 53 28 10 52 27 9 52 27 9 51 27 8 49 25 7 49 25 7 49 24 7 47 24 6 47 23 4 47 21 4
0.311 7 1 0.669 0.042 0.762 0.179 0.720 0.563 0.669 0.168 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 48 24 75 42 22 73 38 21 70 38 18 69 36 17 68 36 16 67 35 16 67 34 16 65 33 15 63 33 15 62 32 14 62 32 14 59 32 13 56 30 13 55 28 12 53 28 11 53 28 10 53 28 10 52 27 9 51 23 9 45 22 8
0.064 1 0 0.389 0.089 0.805 0.267 -0.015 -1.458 0.747 0.464 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 84 57 23 79 47 21 76 47 21 74 43 17 74 39 16 73 38 16 71 35 15 70 35 14 69 34 14 64 33 14 63 33 14 60 33 13 60 32 13 59 31 12 56 27 12 55 27 11 49 26 11 46 25 8 45 23 8 44 19 6 44 19 6
0.060 1 0 0.608 0.110 0.745 0.287 0.204 -1.278 0.637 0.498 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 46 28 77 40 26 76 38 22 75 37 20 67 37 19 67 36 19 65 35 18 65 34 18 64 33 18 62 31 17 60 30 16 60 28 13 51 27 13 51 27 13 51 25 12 50 25 11 48 22 10 48 22 9 47 20 8 47 18 5 38 15 4
0.106 2 1 0.658 0.077 0.818 0.250 -0.643 -0.178 0.811 0.337 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 44 25 71 43 24 70 41 21 70 41 20 68 37 17 68 37 16 66 36 16 65 35 15 65 35 14 61 35 14 60 35 14 60 33 14 60 33 12 59 33 11 56 31 11 56 31 11 54 29 11 53 28 10 47 26 8 47 21 8 39 18 6
0.689 14 1 1.104 0.046 0.992 0.212 -1.835 2.083 1.104 0.089 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 54 30 80 53 25 79 51 24 78 49 23 78 49 22 78 47 20 75 46 20 73 45 18 73 44 18 72 44 17 71 44 17 71 42 17 70 40 15 67 39 15 67 39 14 66 37 14 66 36 14 64 36 14 63 31 13 56 30 12 48 24 10
0.274 6 1 0.557 0.090 0.769 0.263 0.280 -1.544 0.605 0.469 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 50 23 81 47 23 77 46 22 67 43 21 67 39 19 66 36 19 63 35 16 63 34 15 62 33 15 61 32 15 60 32 14 60 30 14 58 29 14 56 29 13 55 29 13 49 26 13 49 25 12 45 24 12 44 23 12 42 21 10 40 21 6
0.328 7 1 1.037 0.103 0.848 0.295 -0.722 -0.978 1.037 0.364 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 86 56 30 82 50 29 80 49 21 77 46 20 70 43 19 70 40 18 69 38 17 68 38 17 67 37 15 64 36 13 63 34 13 62 32 13 62 31 12 61 29 12 61 28 12 60 26 11 57 25 11 56 25 11 55 24 10 53 20 7 51 18 7
0.046 1 0 0.961 0.086 0.821 0.265 -0.245 -0.925 0.841 0.392 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 52 23 73 50 23 73 45 21 72 45 21 72 41 20 71 40 18 71 39 18 71 39 18 68 37 18 65 37 17 64 36 13 61 34 13 60 30 11 59 28 11 55 27 10 55 26 9 52 26 8 51 23 8 49 23 8 47 23 7 43 22 3
0.054 1 0 0.456 0.099 0.781 0.278 -0.107 -1.661 0.855 0.510 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 51 24 72 51 20 71 41 20 68 36 18 65 36 17 64 35 16 63 34 16 61 33 16 60 32 16 59 32 15 58 32 15 57 31 14 57 30 14 56 30 13 56 29 12 51 29 11 50 28 9 50 26 9 49 24 9 49 24 8 42 15 7
0.869 18 1 0.600 0.045 0.671 0.174 2.063 2.294 0.600 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 69 35 19 68 34 19 68 34 18 68 34 17 68 33 16 67 31 16 66 28 16 66 28 16 65 28 15 65 27 13 63 27 13 58 26 12 56 25 11 52 24 11 50 24 11 50 23 10 50 23 10 49 22 10 45 22 8 44 20 7 41 19 6
0.030 1 0 0.661 0.074 0.861 0.253 -0.138 -0.685 0.864 0.429 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 93 50 24 85 47 22 71 47 20 70 43 20 70 43 19 66 41 18 60 39 17 60 38 17 58 37 16 58 36 16 57 36 15 57 35 15 54 35 15 54 33 14 54 33 12 54 31 11 51 31 11 49 29 10 49 27 9 44 26 7 34 19 7
0.892 19 1 0.505 0.038 0.525 0.141 3.509 13.027 0.505 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 65 42 21 65 35 21 64 33 19 63 31 18 62 31 16 60 31 15 59 31 15 58 30 15 57 30 15 54 29 14 53 29 14 53 29 14 53 28 12 52 27 11 51 25 10 51 25 9 50 24 9 48 23 9 47 20 7 47 20 6 41 20 4
0.499 10 1 0.503 0.097 0.608 0.243 1.025 0.233 0.503 0.210 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 74 39 24 69 35 15 69 34 14 66 33 14 66 32 13 64 32 13 61 30 13 61 30 12 59 29 12 58 29 11 57 28 11 56 26 11 55 25 10 54 25 10 54 23 9 52 21 8 50 21 8 48 21 7 45 21 7 42 19 6 40 19 5
0.118 2 1 1.108 0.124 0.771 0.310 0.016 -1.529 0.781 0.578 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 61 25 77 55 22 75 46 20 72 46 20 69 44 20 69 43 15 65 40 14 62 39 14 61 37 13 61 36 13 61 35 13 60 34 11 60 31 11 58 30 10 55 29 9 52 28 9 51 26 8 50 24 7 50 23 7 46 20 6 41 18 5
0.926 19 1 0.863 0.003 0.880 0.052 2.986 7.363 0.863 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 45 27 78 43 24 76 42 23 73 41 21 71 40 20 71 40 18 67 40 18 66 40 17 64 39 17 63 38 17 63 38 16 63 36 15 62 34 13 60 33 13 58 33 13 57 31 12 57 29 12 57 28 10 56 28 9 56 24 8 54 21 7
0.127 3 1 0.855 0.107 0.732 0.280 -0.030 -1.048 0.798 0.392 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 49 24 73 44 22 73 42 20 70 39 20 70 39 19 67 35 18 65 33 18 64 32 15 63 32 15 60 32 15 59 31 14 57 31 13 56 30 13 56 28 12 54 27 12 51 25 12 48 25 10 46 24 8 42 22 7 41 20 7 37 14 4
0.736 15 1 0.408 0.096 0.469 0.213 2.759 6.262 0.408 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 68 35 14 66 32 13 65 31 12 63 30 12 61 30 11 60 29 11 60 29 11 53 29 9 53 27 9 51 24 9 50 23 8 49 23 8 49 23 7 48 21 7 48 21 7 48 20 7 47 19 6 47 19 6 46 18 6 44 18 4 44 14 3
0.103 2 1 0.844 0.100 0.715 0.267 -0.189 -0.970 0.804 0.376 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 88 48 27 65 44 21 63 41 20 62 39 20 62 38 19 62 37 17 61 35 17 61 33 17 60 32 17 60 32 16 60 30 16 59 30 14 57 29 13 55 29 13 52 27 12 52 27 12 51 25 11 47 25 9 46 21 7 45 20 7 41 12 6
0.476 10 1 0.443 0.135 0.624 0.290 1.089 -0.332 0.443 0.316 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 65 40 21 65 34 18 63 33 17 63 32 15 62 32 15 60 31 14 59 29 14 59 29 12 58 27 12 57 26 11 55 26 11 55 26 11 53 26 11 52 26 11 50 24 10 49 24 10 46 23 9 45 22 8 44 22 7 44 20 6 38 15 6
0.436 9 1 0.756 0.073 0.722 0.229 -0.190 -0.398 0.756 0.081 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 50 23 81 43 23 74 42 22 70 40 20 69 38 18 67 38 18 67 36 18 66 36 17 66 35 17 64 35 16 63 33 13 62 32 13 62 31 13 60 29 13 60 29 12 59 29 11 58 26 11 49 26 10 48 24 9 47 23 9 38 23 8
0.819 17 1 0.928 0.004 0.940 0.065 0.190 2.965 0.928 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 84 56 28 81 50 28 80 49 25 74 46 24 73 44 23 71 43 22 70 41 20 69 38 17 65 37 16 65 36 15 65 36 15 65 35 15 65 35 15 63 35 14 57 34 13 57 32 13 56 31 13 56 31 12 56 30 12 56 30 10 54 28 4
0.728 15 1 1.029 0.036 0.947 0.184 -1.868 1.968 1.029 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 84 53 29 83 46 26 80 42 20 79 41 20 76 41 19 74 41 19 73 41 19 73 40 19 72 39 18 68 38 18 68 38 18 66 38 16 64 37 15 64 37 15 64 36 15 63 35 14 63 33 13 61 32 12 58 31 12 50 30 12 49 28 8
0.391 8 1 0.430 0.121 0.594 0.268 0.987 -0.448 0.466 0.295 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 69 51 20 66 37 15 64 31 14 63 31 13 62 31 12 62 31 12 61 30 11 59 30 11 58 30 11 57 29 10 56 29 10 55 27 9 52 27 9 50 27 9 47 26 8 47 25 7 45 25 7 43 24 6 42 24 5 41 22 5 39 18 4
0.616 13 1 1.095 0.040 0.994 0.199 -2.335 5.176 1.095 0.062 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 88 57 27 79 56 25 75 55 22 73 49 21 71 49 20 70 42 20 70 42 19 67 41 18 67 40 16 67 40 16 65 39 15 65 38 14 65 37 14 64 37 12 63 36 12 62 35 12 59 34 11 59 33 11 58 32 10 58 28 9 48 24 3
0.749 16 1 0.558 0.051 0.636 0.180 2.048 2.887 0.558 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 74 37 17 71 37 17 69 35 15 66 34 15 65 34 15 65 33 14 63 33 14 63 32 14 62 32 14 62 31 13 61 31 13 61 30 12 61 29 12 60 28 12 58 28 11 55 25 11 53 24 11 53 23 10 51 23 10 43 20 10 38 17 9
0.721 15 1 0.641 0.058 0.768 0.211 1.266 -0.050 0.641 0.253 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 43 20 74 41 19 74 40 18 71 39 18 68 35 16 67 34 16 64 33 16 63 32 15 62 30 15 61 29 15 60 29 15 60 29 14 60 28 14 59 26 14 58 25 13 56 25 13 56 24 13 54 23 13 53 22 12 52 21 11 46 16 10
0.832 17 1 0.337 0.108 0.440 0.218 1.782 1.532 0.337 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 57 28 11 54 27 10 53 24 10 53 24 10 52 23 8 51 23 8 51 21 8 48 21 8 47 21 7 45 21 7 45 21 7 43 21 6 42 20 6 42 20 6 41 20 6 41 17 6 41 16 5 40 16 5 38 16 4 38 13 4 36 12 4
0.167 4 1 0.311 0.091 0.609 0.236 0.365 -0.922 0.558 0.303 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 42 22 76 42 20 75 40 17 61 38 16 59 38 15 57 36 14 57 35 14 56 29 14 55 28 13 55 28 12 52 27 12 52 26 12 51 25 10 50 24 10 50 23 10 50 23 9 49 23 8 47 18 8 47 15 7 47 13 7 45 7 6
0.663 14 1 0.291 0.170 0.417 0.266 2.046 2.726 0.291 0.070 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 61 34 16 60 31 15 57 25 14 55 25 14 49 23 13 47 23 12 46 21 8 45 21 7 43 20 6 43 19 6 42 19 6 42 19 6 42 17 6 41 17 5 41 16 5 38 15 5 38 15 5 37 14 4 37 13 4 33 13 4 32 11 2
0.396 8 1 0.817 0.054 0.802 0.208 -0.331 -0.290 0.817 0.125 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 85 45 26 77 44 24 75 44 22 74 43 19 66 43 19 66 43 19 65 42 17 65 40 17 64 38 16 62 38 16 61 37 15 61 37 15 60 34 14 58 34 14 58 34 14 56 30 14 55 30 14 55 28 13 51 23 13 51 22 12 49 21 9
0.597 13 1 1.206 0.079 1.041 0.287 -1.549 0.812 1.206 0.195 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 73 60 23 71 58 22 69 53 22 69 50 20 69 48 20 68 47 19 68 46 19 67 45 19 66 42 18 66 40 17 65 39 16 65 38 15 64 38 15 64 36 14 63 35 14 61 35 14 60 33 13 60 33 11 58 30 11 53 28 10 52 25 7
0.048 1 0 0.337 0.078 0.743 0.241 -0.290 -0.917 0.802 0.301 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 49 22 76 47 20 75 47 19 72 40 17 72 39 17 68 39 17 67 38 16 67 36 15 65 35 14 64 34 14 60 34 13 59 34 13 59 34 13 59 33 13 58 32 13 57 31 13 54 30 11 53 27 10 53 25 10 52 20 9 52 20 7
0.923 19 1 1.086 0.012 1.063 0.111 -4.220 15.904 1.086 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 92 56 26 83 50 23 80 47 22 78 44 22 78 44 22 77 44 21 77 43 20 76 43 20 75 43 18 74 41 18 69 41 18 68 40 17 65 39 16 64 38 16 62 37 16 61 37 16 61 32 16 60 31 15 59 30 13 57 27 11 53 27 9
0.573 12 1 0.973 0.055 0.828 0.214 -1.032 -0.358 0.973 0.299 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 49 25 79 49 24 79 49 19 76 48 19 75 48 19 73 40 19 72 38 18 72 37 18 72 36 16 70 35 16 70 35 16 69 35 15 67 34 15 66 33 14 65 32 14 61 32 13 60 32 12 57 31 12 57 28 11 56 27 11 51 24 10
0.855 18 1 1.028 0.027 0.964 0.160 -2.154 2.842 1.028 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 80 57 26 78 51 26 74 47 23 73 47 20 71 46 19 68 45 19 67 45 18 66 43 18 65 41 18 65 40 17 63 38 16 63 36 16 62 35 16 62 34 15 58 34 13 58 33 13 58 33 13 54 30 12 52 30 11 52 30 11 48 29 11
0.435 9 1 0.670 0.051 0.738 0.195 -0.092 0.188 0.670 0.225 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 46 19 74 46 18 72 44 17 69 43 17 69 40 16 69 40 15 69 40 15 67 39 14 67 37 14 64 36 11 62 35 11 61 34 10 61 33 10 60 33 10 59 32 10 58 31 10 57 28 10 51 28 9 48 25 9 47 24 8 45 13 5
0.836 18 1 0.822 0.010 0.793 0.089 -3.470 11.198 0.822 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 85 54 23 85 46 21 82 45 20 70 43 20 70 43 19 70 42 19 66 41 18 64 40 17 62 39 17 62 38 17 62 38 17 61 37 16 60 35 16 60 35 16 59 34 15 56 34 14 55 33 13 54 33 12 53 29 11 51 28 10 51 28 7
0.316 7 1 0.598 0.092 0.690 0.252 0.904 -0.358 0.598 0.177 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 54 29 77 48 20 75 44 19 72 43 19 65 38 17 64 36 17 62 36 17 62 34 15 59 33 15 57 31 14 56 30 13 55 30 13 55 30 12 55 29 11 55 29 10 53 28 10 51 27 9 49 25 9 47 23 9 47 22 8 45 16 4
0.774 16 1 1.160 0.027 1.089 0.172 -2.504 4.662 1.160 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 85 58 34 82 58 31 81 51 29 78 51 27 76 48 23 76 48 20 74 45 20 72 43 19 72 42 18 71 42 17 70 41 17 66 41 17 65 39 17 65 38 16 64 37 15 64 36 14 63 36 14 62 34 11 60 33 11 58 29 10 55 28 9
0.887 19 1 1.091 0.044 1.023 0.213 -2.903 6.728 1.091 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 47 27 82 47 24 76 44 24 76 43 23 76 42 22 76 42 21 75 42 21 72 41 21 71 41 20 71 40 17 69 40 16 67 40 16 66 39 15 65 39 14 63 36 14 63 36 12 62 36 11 62 31 10 57 30 10 55 29 10 49 15 6
0.473 10 1 0.835 0.073 0.762 0.235 -0.568 -0.224 0.835 0.149 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 86 50 29 76 46 22 75 45 21 73 45 20 72 45 19 68 40 19 67 38 18 66 38 18 66 37 17 65 37 16 63 37 16 62 36 16 62 35 16 60 35 16 57 34 15 57 33 14 56 32 14 55 28 13 54 27 12 49 25 11 49 12 10
0.120 3 1 0.552 0.098 0.619 0.247 0.365 -0.996 0.552 0.395 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 68 49 22 66 40 22 66 39 17 63 37 16 61 37 15 60 35 14 58 32 13 58 32 12 56 31 12 56 29 11 54 28 11 54 28 10 53 28 9 52 27 9 52 23 8 52 22 8 49 21 8 48 21 7 47 21 6 46 20 6 41 20 5
0.552 12 1 0.544 0.077 0.642 0.222 0.915 0.378 0.544 0.202 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 80 41 18 76 34 17 65 34 15 64 34 14 59 32 13 59 32 13 59 31 12 58 30 12 58 30 11 56 30 11 55 29 11 54 29 11 54 29 10 54 28 10 53 28 9 53 27 9 52 26 8 52 26 8 50 25 7 45 22 6 44 21 6
